product_id,product_name,category,subcategory,brand,cost_price,selling_price,stock_quantity,supplier,is_active,created_date
PROD_0399,Compatible methodical attitude,Clothing,Shoes,Brown-Barnes,253.06,333.46,372,Rodriguez Group,True,2025-01-07
PROD_0400,Customer-focused asymmetric architecture,Clothing,Accessories,"Gutierrez, Graham and Chase",343.66,750.68,143,Williams-Buckley,False,2024-01-01
PROD_0401,Customizable needs-based product,Clothing,Women,Carter-Jensen,285.35,552.31,893,"Hart, Moses and Schmidt",True,2025-11-08
PROD_0402,Fundamental contextually-based product,Sports,Team Sports,Hines-Jones,25.01,54.77,237,Daniel-Walker,True,2024-08-20
PROD_0403,Networked tertiary hardware,Home,Bedding,Torres-Armstrong,120.84,250.04,530,"Perez, Armstrong and Lee",False,2025-01-23
PROD_0404,Virtual 4thgeneration database,Sports,Yoga,Warren-Reed,459.36,1077.67,40,"Anderson, Wilson and Marsh",False,2024-04-02
PROD_0405,Monitored eco-centric conglomeration,Electronics,Cameras,Hernandez Ltd,318.62,495.63,759,Perkins Ltd,False,2024-07-15
PROD_0406,Centralized explicit algorithm,Beauty,Bath & Body,King PLC,287.23,485.32,387,Gonzalez and Sons,False,2024-10-11
PROD_0407,User-friendly content-based monitoring,Beauty,Skincare,Spencer-Green,260.75,440.47,929,"Le, Davis and Briggs",True,2024-04-13
PROD_0408,Configurable 3rdgeneration forecast,Beauty,Fragrance,Robertson-Scott,179.68,418.3,498,White-Arias,False,2024-09-18
PROD_0409,Phased didactic contingency,Beauty,Skincare,"Powell, Garza and Robinson",253.41,349.87,169,"Miller, Morgan and Walker",True,2024-12-08
PROD_0410,Configurable local analyzer,Electronics,Cameras,Taylor-Mclaughlin,323.52,477.18,191,"West, Williams and Ortiz",True,2025-02-01
PROD_0411,Automated bi-directional architecture,Home,Garden,"Murphy, Hansen and Davis",360.06,487.46,235,Smith Inc,False,2024-06-12
PROD_0412,Decentralized attitude-oriented challenge,Home,Furniture,Warren Ltd,243.35,443.5,215,Kaiser-Smith,True,2024-06-20
PROD_0413,Down-sized neutral orchestration,Sports,Fitness,"Klein, Anderson and Martinez",125.62,171.63,606,Hughes Ltd,True,2025-01-04
PROD_0414,Re-engineered stable challenge,Clothing,Accessories,"Clarke, Coleman and Erickson",24.4,47.43,57,Perez-West,True,2024-09-18
PROD_0415,De-engineered responsive standardization,Home,Kitchen,"Frye, Davis and Graham",260.74,450.32,992,Taylor-Goodman,True,2025-09-04
PROD_0416,Integrated next generation pricing structure,Home,Furniture,Crawford-Peters,112.21,223.13,482,"Brown, Ford and Stark",False,2024-04-06
PROD_0417,Adaptive interactive hierarchy,Clothing,Women,Harris-Harris,416.03,824.19,813,Adams PLC,True,2024-02-02
PROD_0418,Synergistic eco-centric secured line,Beauty,Bath & Body,Schmidt-Smith,135.94,291.11,350,Warren-Peters,False,2025-05-31
PROD_0419,Distributed coherent projection,Beauty,Bath & Body,Hall LLC,39.08,66.11,135,Taylor-Thompson,True,2024-02-17
PROD_0420,Profit-focused system-worthy ability,Electronics,Laptops,Horton and Sons,263.74,628.27,700,Turner-Cruz,False,2025-08-31
PROD_0421,Innovative bandwidth-monitored workforce,Clothing,Accessories,"Gillespie, Smith and Green",52.67,95.79,629,Smith and Sons,True,2024-12-18
PROD_0422,Reactive dynamic installation,Beauty,Bath & Body,Peterson and Sons,377.43,498.64,675,Wilson-Hicks,True,2024-08-06
PROD_0423,Cross-group local instruction set,Beauty,Bath & Body,"Henson, Wilson and Woods",414.62,981.02,793,Mendoza-Ruiz,False,2024-10-18
PROD_0424,Open-architected multimedia emulation,Beauty,Fragrance,Hunt-Smith,188.34,236.64,542,Garcia-Hubbard,False,2024-10-16
PROD_0425,Profit-focused coherent implementation,Clothing,Shoes,"Summers, Delacruz and Miller",395.83,671.17,603,Bass-Novak,True,2023-12-08
PROD_0426,Upgradable 5thgeneration migration,Sports,Outdoor,Perez Group,130.99,287.6,931,Armstrong-Miller,True,2025-11-08
PROD_0427,Automated client-driven matrices,Home,Garden,"Brown, Ramirez and Matthews",439.0,760.01,193,"Williams, Carlson and Carroll",True,2024-03-04
PROD_0428,Phased coherent structure,Electronics,Cameras,"Gonzales, Gibson and Greene",263.66,494.54,384,"Wright, Farmer and Fischer",True,2023-12-24
PROD_0429,Ameliorated attitude-oriented circuit,Home,Decor,"Smith, Watson and Porter",184.32,258.27,667,"Cox, Hester and Hamilton",False,2025-03-17
PROD_0430,Focused responsive budgetary management,Home,Garden,Roberts-Jones,214.66,359.63,282,"Barber, Jackson and Garcia",False,2025-02-22
PROD_0431,Organized asymmetric time-frame,Clothing,Shoes,Harris and Sons,278.29,535.66,183,Little-Jones,False,2025-03-27
PROD_0432,Visionary high-level application,Beauty,Bath & Body,"Wagner, Ramirez and Vazquez",244.46,607.5,591,Mendoza Inc,False,2024-11-30
PROD_0433,Devolved 5thgeneration infrastructure,Sports,Outdoor,Doyle-Berger,428.22,880.88,765,"Davis, Harrington and Hines",True,2025-08-08
PROD_0434,Enhanced neutral core,Sports,Outdoor,Christensen PLC,54.64,101.68,804,"Cooke, Hanson and Johnson",False,2024-10-04
PROD_0435,Total tertiary access,Beauty,Bath & Body,Long Ltd,350.04,741.67,164,Campbell-Miller,False,2025-02-17
PROD_0436,Centralized optimal superstructure,Electronics,Smartphones,Jones Group,412.51,747.95,614,Peterson LLC,False,2024-01-18
PROD_0437,Multi-layered static encryption,Electronics,Smartphones,Williams Ltd,135.23,227.47,623,"Johnson, Johnston and Fowler",True,2024-12-15
PROD_0438,Open-source interactive flexibility,Sports,Yoga,"Watson, Gallagher and Taylor",308.91,579.92,728,"Downs, Cooper and Figueroa",True,2025-04-20
PROD_0439,Upgradable systematic help-desk,Clothing,Shoes,"Martinez, Tran and Moran",222.29,325.04,672,Vaughan PLC,False,2025-02-14
PROD_0440,Optional interactive firmware,Clothing,Men,Obrien-Wheeler,393.06,732.55,715,"Smith, Pruitt and Valenzuela",True,2024-01-20
PROD_0441,Reactive empowering synergy,Beauty,Makeup,Rodriguez-Vaughn,338.64,564.74,670,Bridges Group,True,2024-01-02
PROD_0442,User-centric reciprocal ability,Clothing,Men,Wright and Sons,498.42,1103.29,361,"Hunter, Roberts and Sharp",False,2024-09-05
PROD_0443,Polarized mission-critical knowledgebase,Sports,Cycling,"Cowan, Barrett and Elliott",104.15,127.06,720,"Smith, Wilson and Maldonado",True,2025-09-04
PROD_0444,Operative composite database,Electronics,Cameras,"Gallagher, Galvan and Freeman",145.82,332.28,936,Parker-Robinson,False,2024-04-22
PROD_0445,Organized dedicated hardware,Home,Bedding,Morrison Inc,117.02,286.93,465,Fisher Ltd,False,2023-12-12
PROD_0446,Function-based human-resource function,Beauty,Skincare,Garcia-Rogers,134.25,232.16,109,Krueger LLC,True,2024-01-07
PROD_0447,Multi-layered web-enabled attitude,Beauty,Haircare,"Lozano, Callahan and Foster",173.28,234.29,525,"Lopez, Lopez and Larson",False,2024-04-22
PROD_0448,Front-line cohesive success,Beauty,Bath & Body,Howard-Freeman,128.82,228.73,386,"Swanson, Bass and Price",False,2025-02-04
PROD_0449,Automated zero-defect alliance,Clothing,Kids,Martinez-Wright,480.81,863.78,471,"Webb, Martin and Hill",True,2024-10-30
PROD_0450,Networked zero tolerance system engine,Sports,Fitness,Saunders-Lopez,132.62,225.12,807,Wilson-Garcia,True,2024-05-16
PROD_0451,Reduced bi-directional contingency,Clothing,Kids,Hunt-Williams,209.15,346.99,548,Rodriguez Ltd,True,2024-10-03
PROD_0452,Integrated mission-critical extranet,Home,Kitchen,White Ltd,147.21,253.0,766,Smith-Williams,False,2025-03-07
PROD_0453,Persistent optimizing initiative,Electronics,Cameras,"Franco, Lee and Gutierrez",466.04,847.97,362,"Oliver, Turner and Patterson",True,2025-01-11
PROD_0454,Stand-alone holistic process improvement,Beauty,Haircare,Miller Group,95.48,207.19,952,Newton-Gregory,True,2024-06-20
PROD_0455,Profit-focused dedicated collaboration,Sports,Outdoor,Rivas-Hurley,121.26,183.67,271,Rodriguez-Fernandez,True,2025-05-10
PROD_0456,Grass-roots upward-trending extranet,Clothing,Women,Duarte PLC,418.3,956.75,364,"Lee, Scott and Richardson",True,2025-04-01
PROD_0457,Advanced maximized moratorium,Electronics,Smartphones,"Ellis, Love and Pearson",460.49,957.15,679,"Hahn, Ball and Stokes",False,2024-04-10
PROD_0458,Multi-lateral upward-trending protocol,Beauty,Skincare,Frank PLC,383.3,729.77,43,"Mendoza, Fox and Parrish",False,2024-11-02
PROD_0459,Synchronized fresh-thinking functionalities,Home,Garden,"Ford, Jennings and Logan",161.13,381.48,902,Sims LLC,False,2025-03-23
PROD_0460,Ameliorated upward-trending challenge,Sports,Outdoor,"Jackson, Lopez and Schaefer",492.28,1176.95,286,Herrera Inc,False,2025-03-26
PROD_0461,Realigned tangible core,Clothing,Accessories,Johnson LLC,68.48,128.98,433,Delacruz-Adams,False,2025-04-30
PROD_0462,Switchable responsive framework,Beauty,Skincare,"Romero, White and Perez",253.73,434.34,702,Calhoun-Davis,True,2025-07-15
PROD_0463,Organic cohesive workforce,Sports,Fitness,Jackson-Le,350.63,630.46,705,Hensley-Stone,True,2025-11-08
PROD_0464,Multi-channeled client-server circuit,Electronics,Laptops,"Keller, Kirk and Taylor",192.82,256.64,370,Walker-Carr,False,2024-12-28
PROD_0465,Ergonomic user-facing installation,Clothing,Accessories,Ramsey-Miller,135.11,209.45,981,Miles-Bullock,False,2025-08-22
PROD_0466,Grass-roots modular architecture,Home,Kitchen,Murphy-Figueroa,251.89,371.21,717,Harris-Humphrey,False,2024-02-08
PROD_0467,Self-enabling actuating challenge,Home,Decor,Williams PLC,143.42,205.64,134,"Howard, Mccoy and Moore",True,2023-12-06
PROD_0468,De-engineered client-driven budgetary management,Electronics,Tablets,Lester-Raymond,403.02,774.58,876,"Wilson, Randolph and Flores",False,2024-01-19
PROD_0469,Secured neutral adapter,Clothing,Women,"Haynes, Wallace and Hampton",401.02,866.25,484,Yoder LLC,True,2025-09-25
PROD_0470,Universal bottom-line moratorium,Clothing,Shoes,Huang LLC,252.3,629.29,869,Castro Ltd,False,2024-05-03
PROD_0471,Innovative bandwidth-monitored projection,Sports,Team Sports,Coleman-Ball,129.23,299.3,48,"Bishop, Knight and Saunders",False,2025-02-03
PROD_0472,Automated asymmetric service-desk,Electronics,Laptops,Snyder and Sons,34.72,78.4,487,Wells PLC,True,2025-06-01
PROD_0473,Programmable intermediate algorithm,Sports,Team Sports,Barnett Ltd,133.59,222.88,570,Hopkins-Mendez,False,2025-05-08
PROD_0474,Robust motivating firmware,Home,Furniture,"Taylor, Martinez and Howe",208.82,345.89,695,Hawkins Ltd,True,2024-11-14
PROD_0475,Robust composite flexibility,Beauty,Bath & Body,Craig-Lloyd,326.68,620.68,799,Carpenter Inc,False,2025-06-04
PROD_0476,Integrated full-range standardization,Home,Bedding,Gonzalez Inc,338.23,620.23,754,Holt-Mcgrath,False,2025-01-31
PROD_0477,Optional transitional matrix,Electronics,Headphones,Hale Inc,308.76,556.66,979,Smith-Dorsey,True,2024-01-21
PROD_0478,Sharable attitude-oriented hardware,Clothing,Kids,"Kelly, Wilson and Burns",213.8,426.75,414,"Mitchell, Nguyen and Mathis",True,2025-05-29
PROD_0479,Implemented methodical structure,Electronics,Laptops,Rojas Ltd,175.09,281.46,668,Cordova-West,False,2025-06-29
PROD_0480,Streamlined full-range implementation,Home,Garden,"Johnson, Nunez and Mason",324.1,503.2,455,Graham PLC,False,2025-04-22
PROD_0481,Operative demand-driven knowledge user,Beauty,Bath & Body,Adams-Hall,482.94,839.44,188,Bennett and Sons,True,2024-12-05
PROD_0482,Configurable zero-defect frame,Clothing,Women,"James, Freeman and Francis",332.7,805.99,717,"Johnson, Ruiz and Nelson",True,2024-11-26
PROD_0483,Function-based value-added moratorium,Clothing,Women,"Nelson, Spencer and Potts",201.54,266.88,959,Martinez-Evans,False,2025-01-07
PROD_0484,Organized logistical throughput,Beauty,Skincare,Jackson-Terrell,18.05,30.98,783,Moss-Ho,True,2025-10-24
PROD_0485,Visionary tertiary function,Electronics,Tablets,Norris-Oneal,310.96,407.23,953,"Oliver, Collins and James",False,2025-06-02
PROD_0486,Monitored systematic strategy,Home,Kitchen,"Smith, Weiss and White",127.46,200.04,641,Kelley LLC,True,2024-10-30
PROD_0487,Organic dynamic middleware,Clothing,Accessories,"Wilson, Moore and Cox",420.07,519.69,679,Stewart Group,False,2024-08-05
PROD_0488,Automated global product,Home,Decor,"Peterson, Villegas and Alvarado",236.26,551.0,957,"Jones, Henry and Martinez",False,2024-01-02
PROD_0489,Realigned zero-defect model,Beauty,Fragrance,Stewart-Vargas,71.88,174.89,552,Smith PLC,True,2025-08-05
PROD_0490,Versatile radical projection,Beauty,Bath & Body,Martinez and Sons,230.99,502.08,898,Jackson-Berg,False,2024-11-11
PROD_0491,Persevering asymmetric migration,Beauty,Bath & Body,"Weaver, Coleman and Fields",158.28,261.37,552,Parks-Freeman,True,2025-02-13
PROD_0492,Multi-tiered modular utilization,Electronics,Headphones,Proctor-Hudson,157.39,273.21,159,Peters-Jennings,False,2025-01-25
PROD_0493,Innovative fault-tolerant Graphical User Interface,Electronics,Smartphones,Chang-White,264.04,577.13,139,"Dixon, Montes and Brown",False,2024-06-01
PROD_0494,User-centric bandwidth-monitored strategy,Home,Decor,Gillespie-Alexander,269.87,565.14,503,"Fleming, Harper and Rodgers",False,2024-10-01
PROD_0495,Object-based 6thgeneration Local Area Network,Home,Furniture,"Scott, Rodriguez and Yang",384.11,859.39,611,"Wheeler, Alvarez and Gallagher",True,2024-03-31
PROD_0496,Polarized dedicated toolset,Electronics,Cameras,"Thomas, Hicks and Rubio",189.95,329.61,574,Miller-Wilson,False,2024-05-19
PROD_0497,Digitized modular utilization,Sports,Outdoor,Delgado and Sons,85.82,185.22,399,Carroll Group,False,2024-05-15
PROD_0498,Integrated zero administration paradigm,Clothing,Kids,Powell-Lopez,44.21,88.99,529,Hill-Smith,False,2024-07-16
PROD_0499,Triple-buffered zero administration service-desk,Home,Garden,"Dominguez, Pope and Marquez",405.36,704.02,873,"Petersen, Flowers and Murphy",True,2025-05-19
PROD_0500,Universal 3rdgeneration workforce,Clothing,Women,Blake-Ware,148.35,300.85,632,"Thomas, Montes and Green",False,2024-02-22
